pakus.code,sample,Species,Genus,Family,Order,Class,Phylum,country,room,room.code,month,collection.date,source,isolate.num
NA,PK1-MO4-ICU-D3,Klebsiella pasteurii,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,4,20180718,D,3
NA,PK1-MO2-ICU-D1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,2,20180402,D,1
NA,PK2-MO1-ICU-B1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,1,20180227,B,1
NA,PK2-MO2-ICU-D1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,2,20180402,D,1
NA,PK2-MO2-ICU-F1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,2,20180402,F,1
NA,PK2-MO3-ICU-B2,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,3,20180501,B,2
NA,PK-Pub2-MO4-D2,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,4,20180718,D,2
NA,PK2-MO4-ICU-B1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,B,1
NA,US-HM1-MO5-D1,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM1,US-HOME-1,5,20180709,D,1
NA,US-HM1-MO3-D5,Pseudomonas nitroreducens,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM1,US-HOME-1,3,20180514,D,5
NA,PK2-MO4-ICU-B6,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,B,6
NA,PK2-MO2-ICU-Air3,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,2,20180402,Air,3
NA,US-IOH-MO5-D2,Enterobacter roggenkampii,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,5,20180709,D,2
NA,US-MK-MO3-B4,Enterobacter roggenkampii,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,3,20180514,B,4
NA,US-MK-MO3-D3,Enterobacter roggenkampii,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,3,20180514,D,3
NA,US-MK-MO4-D2,Enterobacter roggenkampii,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,4,20180604,D,2
NA,US-MK-MO5-D1,Enterobacter roggenkampii,Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,5,20180709,D,1
NA,PK2-MO2-ICU-B1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,2,20180402,B,1
NA,PK3-MO2-ICU-F1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,2,20180402,F,1
NA,PK3-MO2-ICU-D1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,2,20180402,D,1
NA,PK3-MO4-ICU-B4,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,4,20180718,B,4
NA,PK4-MO4-ICU-B1,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,4,20180718,B,1
NA,PK1-MO1-ICU-D5,Klebsiella quasipneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,1,20180227,D,5
NA,PK-Pub2-MO4-D5,Leclercia adecarboxylata,Leclercia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,4,20180718,D,5
NA,US-HM2-MO1-D3,Pseudomonas oleovorans,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM2,US-HOME-2,1,20180220,D,3
NA,PK-Prv1-MO4-B1,Morganella sp. PRV1-B1,Morganella,Morganellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,4,20180718,B,1
NA,US-IOH-MO5-B2,Klebsiella grimontii,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,5,20180709,B,2
NA,US-MK-MO1-D1,Klebsiella grimontii,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,1,20180220,D,1
NA,US-MK-MO2-D4,Klebsiella grimontii,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,2,20180409,D,4
NA,US-MK-MO4-D3,Klebsiella grimontii,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,4,20180604,D,3
NA,US-MK-MO5-B4,Klebsiella grimontii,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,5,20180709,B,4
NA,PK-Prv1-MO3-Air1,Pantoea agglomerans,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,Air,1
NA,PK-Pub1-MO3-D2,Pantoea agglomerans,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,3,20180501,D,2
NA,PK-Pub2-MO4-F2,Pantoea ananatis,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,4,20180718,F,2
NA,PK-Prv2-MO4-2min1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,4,20180718,2min,1
NA,PK-Pub1-MO4-2min1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,4,20180718,2min,1
NA,PK-Prv1-MO2-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,2,20180402,D,2
NA,PK-Prv2-MO3-B3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,3,20180501,B,3
NA,PK-Prv2-MO3-D4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,3,20180501,D,4
NA,PK-Prv2-MO3-F3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,3,20180501,F,3
NA,PK-Pub2-MO4-D3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,4,20180718,D,3
NA,PK1-MO1-ICU-D7,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,1,20180227,D,7
NA,US-IOH-MO2-B1,Klebsiella michiganensis,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,2,20180409,B,1
NA,US-IOH-MO2-D3,Klebsiella michiganensis,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,2,20180409,D,3
NA,US-IOH-MO3-B2,Klebsiella michiganensis,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,3,20180514,B,2
NA,US-IOH-MO4-B2,Klebsiella michiganensis,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,4,20180604,B,2
NA,US-HM1-MO2-B1,Pseudomonas sp. HM1-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM1,US-HOME-1,2,20180409,B,1
NA,PK1-MO3-ICU-Air4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,3,20180501,Air,4
NA,PK1-MO3-ICU-B3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,3,20180501,B,3
NA,PK1-MO3-ICU-D3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,3,20180501,D,3
NA,PK1-MO3-ICU-F2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,3,20180501,F,2
NA,PK1-MO4-ICU-B3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,4,20180718,B,3
NA,PK1-MO4-ICU-F3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,4,20180718,F,3
NA,PK2-MO1-ICU-D5,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,1,20180227,D,5
NA,PK2-MO2-ICU-Air1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,2,20180402,Air,1
NA,PK2-MO2-ICU-D4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,2,20180402,D,4
NA,PK2-MO3-ICU-B4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,3,20180501,B,4
NA,PK2-MO3-ICU-B5,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,3,20180501,B,5
NA,PK2-MO3-ICU-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,3,20180501,D,2
NA,PK2-MO4-ICU-B3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,B,3
NA,PK2-MO4-ICU-B5,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,B,5
NA,US-IOH-MO4-D3,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,4,20180604,D,3
NA,PK2-MO4-ICU-D1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,4,20180718,D,1
NA,PK3-MO1-ICU-B1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,1,20180227,B,1
NA,PK3-MO1-ICU-B4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,1,20180227,B,4
NA,PK3-MO1-ICU-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,1,20180227,D,2
NA,PK3-MO2-ICU-D5,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,2,20180402,D,5
NA,US-HM1-MO3-D4,Pseudomonas sp. HM1-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM1,US-HOME-1,3,20180514,D,4
NA,US-IOH-MO1-B2,Pantoea brenneri,Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,1,20180220,B,2
NA,PK3-MO3-ICU-Air2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,3,20180501,Air,2
NA,PK3-MO3-ICU-D3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,3,20180501,D,3
NA,PK3-MO3-ICU-D6,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,3,20180501,D,6
NA,PK3-MO4-ICU-B3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,4,20180718,B,3
NA,PK3-MO4-ICU-F4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,4,20180718,F,4
NA,PK4-MO2-ICU-Air1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,2,20180402,Air,1
NA,PK4-MO2-ICU-B4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,2,20180402,B,4
NA,PK4-MO2-ICU-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,2,20180402,D,2
NA,PK4-MO3-ICU-Air3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,3,20180501,Air,3
NA,PK4-MO3-ICU-D3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,3,20180501,D,3
NA,PK4-MO4-ICU-B4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,4,20180718,B,4
NA,PK4-MO4-ICU-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,4,20180718,D,2
NA,PK4-MO4-ICU-D4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,4,20180718,D,4
NA,PK-Prv2-MO4-D3,Pseudomonas alcaligenes,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,4,20180718,D,3
NA,PK-Pub1-MO4-B1,Pseudomonas asiatica,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,4,20180718,B,1
NA,PK-Prv1-MO3-B3,Pseudomonas atacamensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,B,3
NA,PK-Prv2-MO1-B3,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,1,20180227,B,3
NA,PK-Pub1-MO1-B3,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,1,20180227,B,3
NA,PK-Pub1-MO1-D2,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,1,20180227,D,2
NA,PK-Pub1-MO2-Air2,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,2,20180402,Air,2
NA,PK-Pub1-MO2-D2,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,2,20180402,D,2
NA,PK-Pub1-MO3-B2,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,3,20180501,B,2
NA,PK-Pub2-MO1-D3,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,1,20180227,D,3
NA,PK-Pub2-MO1-D6,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,1,20180227,D,6
NA,PK-Pub2-MO3-Air3,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub2,PAK-WORK-2,3,20180501,Air,3
NA,PK2-MO2-ICU-F2,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU2,PAK-ICU-2,2,20180402,F,2
NA,PK3-MO1-ICU-F1,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,1,20180227,F,1
NA,PK3-MO3-ICU-B1,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU3,PAK-ICU-3,3,20180501,B,1
NA,PK4-MO3-ICU-F1,Pseudomonas chengduensis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,3,20180501,F,1
NA,PK-Pub1-MO2-B2,Pseudomonas fulva,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,2,20180402,B,2
NA,PK4-MO3-ICU-B2,Pseudomonas fulva,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU4,PAK-ICU-4,3,20180501,B,2
NA,PK1-MO3-ICU-B6,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,3,20180501,B,6
NA,PK-Pub1-MO1-B1,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,1,20180227,B,1
NA,PK1-MO2-ICU-F2,Pseudomonas juntendi,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,ICU1,PAK-ICU-1,2,20180402,F,2
NA,PK-Prv1-MO1-F1,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,1,20180227,F,1
NA,PK-Prv1-MO2-F2,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,2,20180402,F,2
NA,PK-Prv1-MO3-F2,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv1,PAK-HOME-1,3,20180501,F,2
NA,PK-Prv2-MO1-F1,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Prv2,PAK-HOME-2,1,20180227,F,1
NA,PK-Pub1-MO1-F2,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,1,20180227,F,2
NA,PK-Pub1-MO1-F3,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,1,20180227,F,3
NA,US-ICU17-MO3-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU17,US-ICU-1,3,20180514,D,2
NA,US-ICU17-MO3-D3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU17,US-ICU-1,3,20180514,D,3
NA,US-ICU17-MO5-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU17,US-ICU-1,5,20180709,D,2
NA,US-ICU17-MO5-D3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU17,US-ICU-1,5,20180709,D,3
NA,US-ICU18-MO1-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU18,US-ICU-2,1,20180220,D,2
NA,US-ICU18-MO4-D1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU18,US-ICU-2,4,20180604,D,1
NA,US-ICU20-MO2-D1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU20,US-ICU-3,2,20180409,D,1
NA,US-ICU21-MO1-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,1,20180220,D,2
NA,US-ICU21-MO1-D3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,1,20180220,D,3
NA,US-ICU21-MO2-D1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,2,20180409,D,1
NA,US-ICU21-MO3-D1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,3,20180514,D,1
NA,US-ICU21-MO4-D3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,4,20180604,D,3
NA,US-ICU21-MO5-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,ICU21,US-ICU-4,5,20180709,D,2
NA,US-IOH-MO1-D1,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,1,20180220,D,1
NA,US-IOH-MO1-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,1,20180220,D,2
NA,US-MK-MO1-D2,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,1,20180220,D,2
NA,US-MK-MO3-B6,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,3,20180514,B,6
NA,US-MK-MO3-D4,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,3,20180514,D,4
NA,US-MK-MO4-D6,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,4,20180604,D,6
NA,US-MK-MO5-B3,Pseudomonas aeruginosa,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,MK,US-WORK-2,5,20180709,B,3
NA,PK-Pub1-MO2-F1,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,2,20180402,F,1
NA,US-HM2-MO2-D3,Pseudomonas sp. HM1-B1,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,HM2,US-HOME-2,2,20180409,D,3
NA,US-IOH-MO2-F2,Pseudomonas carnis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,US,IOH,US-WORK-1,2,20180409,F,2
NA,PK-Pub1-MO3-B1,Pseudomonas mosselii,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,PAK,Pub1,PAK-WORK-1,3,20180501,B,1
